DateTime,DAP,Lp,Lm
28/02/2020 06:00,35.01,0.695515567,1
28/02/2020 07:00,40.74,0.645066274,1
28/02/2020 08:00,43.88,0.671148587,1
28/02/2020 09:00,40.12,0.678713858,1
28/02/2020 10:00,37.81,0.736577625,1
28/02/2020 11:00,37.2,0.763978495,1
28/02/2020 12:00,35.71,1,1
28/02/2020 13:00,35.01,0.748643245,1
28/02/2020 14:00,30.95,1,1.18901454
28/02/2020 15:00,31.03,0.848855946,1
28/02/2020 16:00,31.51,0.821643923,1
28/02/2020 17:00,33.38,0.740263631,1
28/02/2020 18:00,34.51,1,1.306867575
28/02/2020 19:00,35.34,0.697509904,1
28/02/2020 20:00,34.94,0.752146537,1
28/02/2020 21:00,34.97,0.697454961,1
28/02/2020 22:00,29.01,0.696311617,1
28/02/2020 23:00,26.5,0.13509434,1
29/02/2020 00:00,20.01,0.899550225,1
29/02/2020 01:00,16.75,1,2.179104478
29/02/2020 02:00,13.71,1,2.658643326
29/02/2020 03:00,12,1,2.938333333
29/02/2020 04:00,9.6,1,3.440625
29/02/2020 05:00,9.04,1,3.32079646
29/02/2020 06:00,10.6,1,2.358490566
29/02/2020 07:00,14.21,0.673469388,1
29/02/2020 08:00,14.91,1,2.079141516
29/02/2020 09:00,17,1,1.792941176
29/02/2020 10:00,16.75,1,2.209552239
29/02/2020 11:00,16.5,1,1.764242424
29/02/2020 12:00,16.75,1,1.565970149
29/02/2020 13:00,15.99,1,1.998123827
29/02/2020 14:00,15,1,2.078666667
29/02/2020 15:00,14.75,1,2.149152542
29/02/2020 16:00,15,1,1.346666667
29/02/2020 17:00,19.36,1,1.599173554
29/02/2020 18:00,20.81,1,1.776069198
29/02/2020 19:00,24.03,1,1.377028714
29/02/2020 20:00,22.35,0.919910515,1
29/02/2020 21:00,21.86,0.908508692,1
29/02/2020 22:00,21,1,1
29/02/2020 23:00,20.3,0.42364532,1
