DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Week-Ahead forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp],Irradiation [kW/m2]
22/05/2018 01:15,0,0,0,0,0,551.99,0
22/05/2018 01:30,0,0,0,0,0,551.99,0
22/05/2018 01:45,0,0,0,0,0,551.99,0
22/05/2018 02:00,0,0,0,0,0,551.99,0
22/05/2018 02:15,0,0,0,0,0,551.99,0
22/05/2018 02:30,0,0,0,0,0,551.99,0
22/05/2018 02:45,0,0,0,0,0,551.99,0
22/05/2018 03:00,0,0,0,0,0,551.99,0
22/05/2018 03:15,0,0,0,0,0,551.99,0
22/05/2018 03:30,0,0,0,0,0,551.99,0
22/05/2018 03:45,0,0,0,0,0,551.99,0
22/05/2018 04:00,0,0,0,0,0,551.99,0
22/05/2018 04:15,0,0,0,0,0,551.99,0
22/05/2018 04:30,0,0,0,0,0,551.99,0
22/05/2018 04:45,0,0,0,0,0,551.99,0
22/05/2018 05:00,0,0,0,0,0,551.99,0
22/05/2018 05:15,0,0,0,0,0,551.99,0
22/05/2018 05:30,0,0,0,0,0,551.99,0
22/05/2018 05:45,1.69,1.65,1.6,1.69,0,551.99,0
22/05/2018 06:00,5.82,5.8,5.57,4.13,5.31,551.99,9.619739488
22/05/2018 06:15,10.54,10.7,10.19,10.01,10.89,551.99,19.72861827
22/05/2018 06:30,15.73,16.04,15.29,16.38,17.3,551.99,31.34114748
22/05/2018 06:45,21.91,22.32,21.01,24.53,23.54,551.99,42.6457001
22/05/2018 07:00,28.29,28.93,26.8,33.5,34.76,551.99,62.97215529
22/05/2018 07:15,36.67,37.15,34.22,46.78,47.93,551.99,86.83128318
22/05/2018 07:30,49.66,49.77,45.95,63.23,63.73,551.99,115.4549901
22/05/2018 07:45,66.15,65.89,61.65,80.92,79.21,551.99,143.4989764
22/05/2018 08:00,97.46,84.77,79.85,95.35,102.33,551.99,185.3837932
22/05/2018 08:15,116.49,104.58,98.29,114.96,120.45,551.99,218.2104748
22/05/2018 08:30,136.37,124.83,119.48,137.39,144.97,551.99,262.6315694
22/05/2018 08:45,157.11,146.68,141.71,161.29,165.83,551.99,300.4221091
22/05/2018 09:00,177.74,168.53,164.54,211.46,193.28,551.99,350.1512709
22/05/2018 09:15,197.74,189.36,187.34,241.4,217,551.99,393.1230638
22/05/2018 09:30,215.66,208.34,209.53,204.95,243.49,551.99,441.1130636
22/05/2018 09:45,232.61,227,230.64,257.66,265.08,551.99,480.2260911
22/05/2018 10:00,248.94,244.89,249.65,242.77,283.6,551.99,513.7774235
22/05/2018 10:15,263.67,261.49,266.4,282.11,299.48,551.99,542.5460606
22/05/2018 10:30,277.28,276.92,281.27,324.49,322.39,551.99,584.0504357
22/05/2018 10:45,289.41,291.22,295.4,328.93,335.96,551.99,608.6342144
22/05/2018 11:00,321.61,304.79,309.12,357.13,348.63,551.99,631.5875288
22/05/2018 11:15,332.36,316.62,321.81,361.88,360.19,551.99,652.5299371
22/05/2018 11:30,341.69,326.73,332.49,364.58,371.29,551.99,672.6389971
22/05/2018 11:45,349.01,334.41,340.51,400.89,379.9,551.99,688.2371057
22/05/2018 12:00,354.39,340.52,346.93,392.35,387.32,551.99,701.6793782
22/05/2018 12:15,359.45,345.61,352.4,412.44,387.59,551.99,702.1685175
22/05/2018 12:30,362.12,349.16,356.78,424.31,383.55,551.99,694.8495444
22/05/2018 12:45,358.86,350.54,359.89,377.87,366.37,551.99,663.7257921
22/05/2018 13:00,353.61,349.85,361.71,381.82,363.55,551.99,658.6170039
22/05/2018 13:15,348.85,347.76,362.27,276.02,339.43,551.99,614.9205602
22/05/2018 13:30,342.67,344.16,361.57,309.31,328,551.99,594.2136633
22/05/2018 13:45,334.29,339.14,359.6,299.86,299.15,551.99,541.9482237
22/05/2018 14:00,291.28,332.86,356,277.32,271.08,551.99,491.0958532
22/05/2018 14:15,281.71,324.75,351.1,250.14,256.92,551.99,465.4432146
22/05/2018 14:30,271.22,314.09,345.02,232.17,230.2,551.99,417.0365405
22/05/2018 14:45,261.01,302.36,338.15,244.9,218.45,551.99,395.749923
22/05/2018 15:00,249.64,290.21,330.44,211.07,222.73,551.99,403.5036867
22/05/2018 15:15,237.21,277.07,321.3,206.6,220.65,551.99,399.7355025
22/05/2018 15:30,224.58,264.18,310.62,196.96,206.78,551.99,374.6082357
22/05/2018 15:45,213.46,251.8,298.76,182.94,204.51,551.99,370.4958423
22/05/2018 16:00,179.55,240.22,286.01,164.85,216.18,551.99,391.6375297
22/05/2018 16:15,168.07,228.16,271.56,166.4,194.19,551.99,351.7998514
22/05/2018 16:30,156.79,215.35,256.01,149.47,165.88,551.99,300.5126904
22/05/2018 16:45,146.26,202.01,240.37,131.13,159.62,551.99,289.1719053
22/05/2018 17:00,135.07,187.69,224.55,128.84,132.89,551.99,240.747115
22/05/2018 17:15,124.37,173.09,207.86,107.78,107.88,551.99,195.4383232
22/05/2018 17:30,113.35,158.13,190.65,90.64,92.98,551.99,168.4450805
22/05/2018 17:45,102.82,143.29,172.64,81.84,78.77,551.99,142.7018605
22/05/2018 18:00,92.44,128.06,153.32,72.18,68.97,551.99,124.9479157
22/05/2018 18:15,82.85,113.39,133.33,55.03,56.88,551.99,103.045345
22/05/2018 18:30,73.14,99.97,114.26,50.75,48.32,551.99,87.53781771
22/05/2018 18:45,63.93,86.32,96.43,44.52,42.5,551.99,76.99414844
22/05/2018 19:00,55.14,72.2,80.42,32.77,33.95,551.99,61.5047374
22/05/2018 19:15,46.86,59.35,64.77,24.96,27.58,551.99,49.96467327
22/05/2018 19:30,39.56,48.1,50.06,22.43,22.69,551.99,41.10581713
22/05/2018 19:45,33.09,38.49,38.78,19.55,19.42,551.99,35.18179677
22/05/2018 20:00,27.24,30.8,30.58,17.02,16.75,551.99,30.34475262
22/05/2018 20:15,20.71,23.57,24.11,16.94,15.38,551.99,27.8628236
22/05/2018 20:30,14.27,16.27,17.23,11.18,12.63,551.99,22.88084929
22/05/2018 20:45,8.95,10.23,11.27,5.26,9.04,551.99,16.37710828
22/05/2018 21:00,4.77,5.48,6.35,2.17,4.88,551.99,8.840739868
22/05/2018 21:15,1.55,1.75,2.13,2.19,2.15,551.99,3.894998098
22/05/2018 21:30,0.1,0.1,0.13,0.18,0.42,551.99,0.760883349
22/05/2018 21:45,0,0,0,0,0,551.99,0
22/05/2018 22:00,0,0,0,0,0,551.99,0
22/05/2018 22:15,0,0,0,0,0,551.99,0
22/05/2018 22:30,0,0,0,0,0,551.99,0
22/05/2018 22:45,0,0,0,0,0,551.99,0
22/05/2018 23:00,0,0,0,0,0,551.99,0
22/05/2018 23:15,0,0,0,0,0,551.99,0
22/05/2018 23:30,0,0,0,0,0,551.99,0
22/05/2018 23:45,0,0,0,0,0,551.99,0
23/05/2018 00:00,0,0,0,0,0,551.99,0
23/05/2018 00:15,0,0,0,0,0,551.99,0
23/05/2018 00:30,0,0,0,0,0,551.99,0
23/05/2018 00:45,0,0,0,0,0,551.99,0
23/05/2018 01:00,0,0,0,0,0,551.99,0
23/05/2018 01:15,0,0,0,0,0,551.99,0
23/05/2018 01:30,0,0,0,0,0,551.99,0
23/05/2018 01:45,0,0,0,0,0,551.99,0
23/05/2018 02:00,0,0,0,0,0,551.99,0
23/05/2018 02:15,0,0,0,0,0,551.99,0
23/05/2018 02:30,0,0,0,0,0,551.99,0
23/05/2018 02:45,0,0,0,0,0,551.99,0
23/05/2018 03:00,0,0,0,0,0,551.99,0
23/05/2018 03:15,0,0,0,0,0,551.99,0
23/05/2018 03:30,0,0,0,0,0,551.99,0
23/05/2018 03:45,0,0,0,0,0,551.99,0
23/05/2018 04:00,0,0,0,0,0,551.99,0
23/05/2018 04:15,0,0,0,0,0,551.99,0
23/05/2018 04:30,0,0,0,0,0,551.99,0
23/05/2018 04:45,0,0,0,0,0,551.99,0
23/05/2018 05:00,0,0,0,0,0,551.99,0
23/05/2018 05:15,0,0,0,0,0,551.99,0
23/05/2018 05:30,0.01,0.01,0.01,0,0,551.99,0
23/05/2018 05:45,1.17,1.22,1.34,0,0,551.99,0
23/05/2018 06:00,4.22,4.54,4.8,4.07,0.11,551.99,0.199278972
23/05/2018 06:15,8.36,9.13,9.48,6.99,0.86,551.99,1.557999239
23/05/2018 06:30,13.63,14.86,15.13,3.07,2.27,551.99,4.11239334
23/05/2018 06:45,20.19,21.84,21.97,3.46,4.64,551.99,8.405949383
23/05/2018 07:00,26.95,28.93,29.43,10.34,6.78,551.99,12.28283121
23/05/2018 07:15,33.92,36.42,36.86,3.41,10.01,551.99,18.13438649
23/05/2018 07:30,41.86,44.89,45.67,43.8,14.57,551.99,26.39540571
23/05/2018 07:45,51.08,55,56.06,13.78,18.32,551.99,33.18900705
23/05/2018 08:00,43.46,65.62,68.15,40.39,19.2,551.99,34.78323883
23/05/2018 08:15,53.39,76.38,80.74,43.77,21.86,551.99,39.60216671
23/05/2018 08:30,64.04,87.26,94.23,49.92,28.4,551.99,51.45020743
23/05/2018 08:45,75.17,98.47,108.89,62.26,33.96,551.99,61.52285367
23/05/2018 09:00,85.72,109,123.67,67.03,46.67,551.99,84.54863313
23/05/2018 09:15,98.33,124.59,138.23,84.55,71.14,551.99,128.8791464
23/05/2018 09:30,111.87,141.39,152.79,100.3,95.22,551.99,172.5031251
23/05/2018 09:45,124.91,155.55,166.44,117.34,106.12,551.99,192.2498596
23/05/2018 10:00,138.13,169.48,180.22,128.26,112.5,551.99,203.80804
23/05/2018 10:15,149.12,179.68,193.79,123.39,121.52,551.99,220.1489157
23/05/2018 10:30,159.46,189.3,206.46,152.01,146.29,551.99,265.0229171
23/05/2018 10:45,171.6,201.64,218.34,168.03,170.21,551.99,308.3570355
23/05/2018 11:00,197.32,213.48,229.51,185.82,187.31,551.99,339.3358575
23/05/2018 11:15,200.93,214.32,240.61,187.46,188.25,551.99,341.0387869
23/05/2018 11:30,202.27,214.09,251.12,187.85,190.18,551.99,344.5352271
23/05/2018 11:45,204.61,215.62,260.66,199.04,183.26,551.99,331.9987681
23/05/2018 12:00,206.37,215.87,269.29,200.12,177.29,551.99,321.1833548
23/05/2018 12:15,207.23,218.11,276.79,208.6,196.81,551.99,356.5463142
23/05/2018 12:30,206.63,219.38,283.18,223.3,222.19,551.99,402.5254081
23/05/2018 12:45,208.99,221.09,288.56,237.37,257.61,551.99,466.6932372
23/05/2018 13:00,210.34,222,293.14,255.49,265.34,551.99,480.6971141
23/05/2018 13:15,212.18,223.36,296.73,264.62,273.79,551.99,496.0053624
23/05/2018 13:30,212.72,223.4,299.3,268,277.08,551.99,501.9656153
23/05/2018 13:45,212.58,219.04,300.82,267.77,262.59,551.99,475.7151398
23/05/2018 14:00,259.93,214.16,301.27,263.38,263.61,551.99,477.5629993
23/05/2018 14:15,259.03,210.64,300.62,257.17,256.45,551.99,464.5917499
23/05/2018 14:30,257.58,206.73,298.92,259.14,262.53,551.99,475.6064421
23/05/2018 14:45,256.8,200.95,296.17,264.14,282.64,551.99,512.0382616
23/05/2018 15:00,255.23,194.63,292.21,269.64,279.83,551.99,506.9475896
23/05/2018 15:15,253.69,188.67,287.04,269.51,247.96,551.99,449.2110364
23/05/2018 15:30,250.29,182.72,280.21,239.47,238.11,551.99,431.3665103
23/05/2018 15:45,244.48,177.59,271.88,253.64,236.26,551.99,428.0150003
23/05/2018 16:00,244.99,171.98,262.7,260.64,258.05,551.99,467.4903531
23/05/2018 16:15,235.02,166.86,252.17,237.44,246.12,551.99,445.8776427
23/05/2018 16:30,224.64,160.81,239.96,221.04,239.48,551.99,433.8484393
23/05/2018 16:45,213.89,155,226.51,258.62,232.52,551.99,421.2395152
23/05/2018 17:00,201.99,148.48,212.34,222.08,228.38,551.99,413.7393793
23/05/2018 17:15,189.01,145.85,197.25,261.05,200.74,551.99,363.6660084
23/05/2018 17:30,175.05,141.98,180.76,157.08,170.88,551.99,309.5708256
23/05/2018 17:45,159.99,131.61,163.58,123.56,161.5,551.99,292.5777641
23/05/2018 18:00,144.38,120.97,145.82,138.63,135.44,551.99,245.3667639
23/05/2018 18:15,128.9,110.14,128.03,115.5,113.56,551.99,205.7283646
23/05/2018 18:30,113.12,98.73,111.08,80.49,94.35,551.99,170.9270095
23/05/2018 18:45,97.69,86.23,94.53,150.31,75.86,551.99,137.4300259
23/05/2018 19:00,82.71,74.08,79.28,1.47,58.25,551.99,105.527274
23/05/2018 19:15,68.77,62.9,64.8,19.57,33.11,551.99,59.98297071
23/05/2018 19:30,56.38,52.31,51.06,32.01,19.93,551.99,36.10572655
23/05/2018 19:45,45.7,42.94,40.41,25.95,11.63,551.99,21.06922227
23/05/2018 20:00,36.35,34.55,32.42,21.63,5.53,551.99,10.01829743
23/05/2018 20:15,26.9,26.37,25.66,12.69,2.96,551.99,5.362415986
23/05/2018 20:30,18.41,18.03,18.23,8.13,2.65,551.99,4.800811609
23/05/2018 20:45,11.56,11.17,11.78,5.01,1.8,551.99,3.26092864
23/05/2018 21:00,6.16,5.97,6.61,2.82,0.83,551.99,1.503650428
23/05/2018 21:15,2.01,1.97,2.31,0.95,0.15,551.99,0.271744053
23/05/2018 21:30,0.15,0.15,0.19,0.09,0.02,551.99,0.03623254
23/05/2018 21:45,0,0,0,0,0,551.99,0
23/05/2018 22:00,0,0,0,0,0,551.99,0
23/05/2018 22:15,0,0,0,0,0,551.99,0
23/05/2018 22:30,0,0,0,0,0,551.99,0
23/05/2018 22:45,0,0,0,0,0,551.99,0
23/05/2018 23:00,0,0,0,0,0,551.99,0
23/05/2018 23:15,0,0,0,0,0,551.99,0
23/05/2018 23:30,0,0,0,0,0,551.99,0
23/05/2018 23:45,0,0,0,0,0,551.99,0
24/05/2018 00:00,0,0,0,0,0,551.99,0
24/05/2018 00:15,0,0,0,0,0,551.99,0
24/05/2018 00:30,0,0,0,0,0,551.99,0
24/05/2018 00:45,0,0,0,0,0,551.99,0
24/05/2018 01:00,0,0,0,0,0,551.99,0
24/05/2018 01:15,0,0,0,0,0,551.99,0
24/05/2018 01:30,0,0,0,0,0,551.99,0
24/05/2018 01:45,0,0,0,0,0,551.99,0
24/05/2018 02:00,0,0,0,0,0,551.99,0
24/05/2018 02:15,0,0,0,0,0,551.99,0
24/05/2018 02:30,0,0,0,0,0,551.99,0
24/05/2018 02:45,0,0,0,0,0,551.99,0
24/05/2018 03:00,0,0,0,0,0,551.99,0
24/05/2018 03:15,0,0,0,0,0,551.99,0
24/05/2018 03:30,0,0,0,0,0,551.99,0
24/05/2018 03:45,0,0,0,0,0,551.99,0
24/05/2018 04:00,0,0,0,0,0,551.99,0
24/05/2018 04:15,0,0,0,0,0,551.99,0
24/05/2018 04:30,0,0,0,0,0,551.99,0
24/05/2018 04:45,0,0,0,0,0,551.99,0
24/05/2018 05:00,0,0,0,0,0,551.99,0
24/05/2018 05:15,0,0,0,0,0,551.99,0
24/05/2018 05:30,0.04,0.04,0.03,0,0,551.99,0
24/05/2018 05:45,1.98,1.91,1.4,1.92,0,551.99,0
24/05/2018 06:00,6.37,6.18,4.68,4.44,4.78,551.99,8.659577166
24/05/2018 06:15,11.45,11.21,8.8,9.99,10.77,551.99,19.51122303
24/05/2018 06:30,17.49,17.18,14.1,17.36,19.39,551.99,35.12744796
24/05/2018 06:45,24.61,24.26,20.74,26.78,28.98,551.99,52.5009511
24/05/2018 07:00,31.43,31.08,26.98,34.89,37.89,551.99,68.64254787
24/05/2018 07:15,39.52,39.01,33.87,44.18,50.04,551.99,90.65381619
24/05/2018 07:30,50.97,50.28,42.31,56.76,65.75,551.99,119.1144767
24/05/2018 07:45,65.21,64.58,52.96,70.92,73.42,551.99,133.009656
24/05/2018 08:00,85.37,80.93,64.15,83.35,82.38,551.99,149.2418341
24/05/2018 08:15,101.11,98.14,75.54,92.05,97.49,551.99,176.6155184
24/05/2018 08:30,117.68,116.15,87.55,101.17,120.48,551.99,218.2648236
24/05/2018 08:45,133.92,134.01,99.87,121.17,137.36,551.99,248.8450878
24/05/2018 09:00,149.87,152.07,112.24,143.61,133.72,551.99,242.2507654
24/05/2018 09:15,165.49,170.27,124.48,150.49,136.09,551.99,246.5443215
24/05/2018 09:30,179.82,187.12,135.85,149.92,154.6,551.99,280.0775376
24/05/2018 09:45,193.72,203.79,146.65,183.57,186.59,551.99,338.0314861
24/05/2018 10:00,206.44,219.87,157.13,223.87,226.65,551.99,410.6052646
24/05/2018 10:15,216.89,231.55,167.12,238.77,250.2,551.99,453.269081
24/05/2018 10:30,227.24,241.8,176.01,294.04,278.99,551.99,505.4258229
24/05/2018 10:45,236.15,249.3,184.11,288.5,302.1,551.99,547.2925234
24/05/2018 11:00,283.53,255.44,191.49,323.11,331.16,551.99,599.9384047
24/05/2018 11:15,287.87,256.51,198.02,343.1,340.74,551.99,617.2937916
24/05/2018 11:30,290.75,255.06,203.51,336.86,353.03,551.99,639.5586877
24/05/2018 11:45,292.6,251.25,207.84,370.78,371.33,551.99,672.7114622
24/05/2018 12:00,293.64,246.61,210.96,364.42,383.14,551.99,694.1067773
24/05/2018 12:15,293.34,240.55,213.23,392.61,387.51,551.99,702.0235874
24/05/2018 12:30,290.59,232.79,214.73,329.51,381.68,551.99,691.4618018
24/05/2018 12:45,286.48,225.68,215.5,357.47,370.29,551.99,670.8273701
24/05/2018 13:00,280.37,217.99,215.56,279.65,369.83,551.99,669.9940216
24/05/2018 13:15,273.52,212.76,214.93,353.39,365.01,551.99,661.2619794
24/05/2018 13:30,265.46,207.12,213.62,297.99,365.67,551.99,662.4576532
24/05/2018 13:45,255.23,201.43,211.63,351.51,351.02,551.99,635.9173173
24/05/2018 14:00,296.25,195.72,208.99,313.24,326.66,551.99,591.7860831
24/05/2018 14:15,283.87,197.05,205.64,286.38,309.7,551.99,561.0608888
24/05/2018 14:30,271.2,197.71,201.52,276.37,264.32,551.99,478.8492545
24/05/2018 14:45,261.33,197.1,196.76,252.96,259.55,551.99,470.2077936
24/05/2018 15:00,251.33,195.73,191.35,244.44,260.66,551.99,472.2186996
24/05/2018 15:15,239.89,187.56,185.41,242.68,231.13,551.99,418.7213536
24/05/2018 15:30,228.62,179.32,179.3,200.74,219.84,551.99,398.2680846
24/05/2018 15:45,217.69,172.02,172.94,195.24,196.07,551.99,355.2057102
24/05/2018 16:00,185.72,164.59,165.73,172.5,191.91,551.99,347.6693418
24/05/2018 16:15,179.54,155.91,157.96,163.35,183.06,551.99,331.6364427
24/05/2018 16:30,171.99,146.88,149.92,159.93,191.82,551.99,347.5062954
24/05/2018 16:45,160.41,138.26,141.73,149.86,159.66,551.99,289.2443704
24/05/2018 17:00,148.63,129.69,133.44,120.18,120.24,551.99,217.8300332
24/05/2018 17:15,136.31,120.47,125.19,100,86.88,551.99,157.3941557
24/05/2018 17:30,124.47,111.27,116.48,75.04,58.54,551.99,106.0526459
24/05/2018 17:45,113.3,102.09,107.51,54.92,35.05,551.99,63.49752713
24/05/2018 18:00,101.96,92.57,98.47,42.72,24.05,551.99,43.56962988
24/05/2018 18:15,90.79,83.3,89.28,35.26,15.5,551.99,28.08021884
24/05/2018 18:30,80.36,74.34,79.88,27.63,11.17,551.99,20.23587384
24/05/2018 18:45,70.49,65.33,70.65,26.06,12.48,551.99,22.60910524
24/05/2018 19:00,61.24,56.47,61.53,23.89,15.58,551.99,28.22514901
24/05/2018 19:15,52.51,48.56,52.16,15.6,17.49,551.99,31.68535662
24/05/2018 19:30,44.52,41.48,43.11,21.15,17.77,551.99,32.19261219
24/05/2018 19:45,37.15,34.65,35.32,16.82,18.03,551.99,32.66363521
24/05/2018 20:00,29.96,27.98,28.08,14.79,18.13,551.99,32.84479791
24/05/2018 20:15,22.28,21.01,21.21,18.11,16.33,551.99,29.58386927
24/05/2018 20:30,14.85,14.09,14.44,10.58,12.48,551.99,22.60910524
24/05/2018 20:45,9.14,8.66,9.13,7.57,7.55,551.99,13.67778402
24/05/2018 21:00,4.9,4.61,5.06,3.15,3.2,551.99,5.797206471
24/05/2018 21:15,1.66,1.57,1.78,0.58,0.64,551.99,1.159441294
24/05/2018 21:30,0.17,0.15,0.19,0.12,0.04,551.99,0.072465081
24/05/2018 21:45,0,0,0,0,0,551.99,0
24/05/2018 22:00,0,0,0,0,0,551.99,0
24/05/2018 22:15,0,0,0,0,0,551.99,0
24/05/2018 22:30,0,0,0,0,0,551.99,0
24/05/2018 22:45,0,0,0,0,0,551.99,0
24/05/2018 23:00,0,0,0,0,0,551.99,0
24/05/2018 23:15,0,0,0,0,0,551.99,0
24/05/2018 23:30,0,0,0,0,0,551.99,0
24/05/2018 23:45,0,0,0,0,0,551.99,0
25/05/2018 00:00,0,0,0,0,0,551.99,0
25/05/2018 00:15,0,0,0,0,0,551.99,0
25/05/2018 00:30,0,0,0,0,0,551.99,0
25/05/2018 00:45,0,0,0,0,0,551.99,0
25/05/2018 01:00,0,0,0,0,0,551.99,0
25/05/2018 01:15,0,0,0,0,0,551.99,0
25/05/2018 01:30,0,0,0,0,0,551.99,0
25/05/2018 01:45,0,0,0,0,0,551.99,0
25/05/2018 02:00,0,0,0,0,0,551.99,0
25/05/2018 02:15,0,0,0,0,0,551.99,0
25/05/2018 02:30,0,0,0,0,0,551.99,0
25/05/2018 02:45,0,0,0,0,0,551.99,0
25/05/2018 03:00,0,0,0,0,0,551.99,0
25/05/2018 03:15,0,0,0,0,0,551.99,0
25/05/2018 03:30,0,0,0,0,0,551.99,0
25/05/2018 03:45,0,0,0,0,0,551.99,0
25/05/2018 04:00,0,0,0,0,0,551.99,0
25/05/2018 04:15,0,0,0,0,0,551.99,0
25/05/2018 04:30,0,0,0,0,0,551.99,0
25/05/2018 04:45,0,0,0,0,0,551.99,0
25/05/2018 05:00,0,0,0,0,0,551.99,0
25/05/2018 05:15,0,0,0,0,0,551.99,0
25/05/2018 05:30,0.09,0.09,0.09,0,0,551.99,0
25/05/2018 05:45,2.11,1.96,2.06,0,0,551.99,0
25/05/2018 06:00,6.42,6.15,6.28,3.88,3.31,551.99,5.996485444
25/05/2018 06:15,11.38,11.27,11.33,8.32,10.22,551.99,18.51482817
25/05/2018 06:30,17.34,17.56,17.6,17.24,16.51,551.99,29.90996214
25/05/2018 06:45,24.57,25.11,24.8,23.66,23.44,551.99,42.4645374
25/05/2018 07:00,31.77,32.59,31.24,36.15,33.21,551.99,60.16413341
25/05/2018 07:15,40.01,40.56,38.47,33.03,44.79,551.99,81.14277433
25/05/2018 07:30,51.11,51.06,49.08,62.8,57.26,551.99,103.7337633
25/05/2018 07:45,64.94,63.94,63.08,75.05,73.7,551.99,133.5169115
25/05/2018 08:00,89.8,78.33,78.62,38.79,90.52,551.99,163.9884781
25/05/2018 08:15,106.68,93.58,94.46,145.75,110.77,551.99,200.6739253
25/05/2018 08:30,125.06,110.34,112.21,134.63,133.61,551.99,242.0514864
25/05/2018 08:45,142.37,126.5,130.68,40.33,153.94,551.99,278.8818638
25/05/2018 09:00,160.48,142.63,149.19,170.04,171.54,551.99,310.7664994
25/05/2018 09:15,178.03,159.18,167.81,185.44,191.43,551.99,346.7997609
25/05/2018 09:30,194.4,175.28,186.36,210.84,209.42,551.99,379.390931
25/05/2018 09:45,211.39,191.62,203.92,226.03,223.6,551.99,405.0798022
25/05/2018 10:00,228.68,208.03,220.22,244.81,241.05,551.99,436.6926937
25/05/2018 10:15,245.07,223.25,235.5,250.48,252.3,551.99,457.0734977
25/05/2018 10:30,261.14,237.82,249.77,274.43,270.46,551.99,489.9726444
25/05/2018 10:45,277.19,251.69,263.33,288.57,284.96,551.99,516.2412363
25/05/2018 11:00,305.14,265.71,276.02,298.99,291.44,551.99,527.9805794
25/05/2018 11:15,317.87,278.4,286.23,301.95,307.03,551.99,556.2238446
25/05/2018 11:30,328.9,289.22,294.6,305.63,323.38,551.99,585.8439464
25/05/2018 11:45,339,300.79,302.7,310.75,326.71,551.99,591.8766644
25/05/2018 12:00,347.51,310.44,309.93,322.46,338.6,551.99,613.4169097
25/05/2018 12:15,350.93,310.75,316.08,316.82,331.73,551.99,600.9710321
25/05/2018 12:30,352.55,308.83,321.01,303.06,340.22,551.99,616.3517455
25/05/2018 12:45,354.04,308.8,324.6,318.69,338.1,551.99,612.5110962
25/05/2018 13:00,353.97,306.79,326.88,311.71,342.73,551.99,620.8989293
25/05/2018 13:15,354.17,306.2,328.17,317.99,348.96,551.99,632.1853657
25/05/2018 13:30,353.29,304.23,328.54,309.45,329.22,551.99,596.4238483
25/05/2018 13:45,352.75,303.47,328.06,320.69,332.02,551.99,601.4964039
25/05/2018 14:00,307.49,301.65,326.68,310.19,339.29,551.99,614.6669324
25/05/2018 14:15,305.98,301.08,324.23,372.3,341.5,551.99,618.6706281
25/05/2018 14:30,303.51,299.52,320.35,334.7,339.42,551.99,614.9024439
25/05/2018 14:45,299.6,295.73,315.08,327.49,333.31,551.99,603.8334028
25/05/2018 15:00,294.43,290.65,308.65,355.15,330.78,551.99,599.2499864
25/05/2018 15:15,285.9,280.07,301,305.3,317.83,551.99,575.7894165
25/05/2018 15:30,275.98,268.15,292.18,235.42,297.08,551.99,538.1981558
25/05/2018 15:45,264.49,256.43,282.73,259.71,290,551.99,525.3718364
25/05/2018 16:00,258.98,245.37,272.16,237.67,275.09,551.99,498.3604775
25/05/2018 16:15,245.17,233.44,259.03,233.05,249.07,551.99,451.2219424
25/05/2018 16:30,232.24,220.58,244.95,272.53,252.22,551.99,456.9285675
25/05/2018 16:45,218.83,207.57,230.69,312.08,254.39,551.99,460.8597982
25/05/2018 17:00,205.34,194.6,216.04,258.64,245.23,551.99,444.2652947
25/05/2018 17:15,192.15,182.24,200.75,239.79,234.65,551.99,425.0982808
25/05/2018 17:30,178.67,170.17,183.67,188.36,214.22,551.99,388.0867407
25/05/2018 17:45,163.62,156.65,165.54,151.52,199.56,551.99,361.5282886
25/05/2018 18:00,146.81,141.83,147.39,171.2,179.77,551.99,325.6761898
25/05/2018 18:15,130.12,126.74,129.61,134.62,160.82,551.99,291.3458577
25/05/2018 18:30,113.17,111.3,112.54,128.97,140.87,551.99,255.2038986
25/05/2018 18:45,96.24,96.29,95.1,115.16,122.06,551.99,221.1271943
25/05/2018 19:00,80.48,81.51,78.89,89.19,107.81,551.99,195.3115093
25/05/2018 19:15,66.02,67.11,64.04,75.57,89.6,551.99,162.3217812
25/05/2018 19:30,53.25,54.28,50,63.55,70.68,551.99,128.0457979
25/05/2018 19:45,42.51,43.56,38.89,51.94,59.43,551.99,107.6649939
25/05/2018 20:00,34.12,34.99,30.93,42.88,48.95,551.99,88.67914274
25/05/2018 20:15,26.95,27.5,24.49,35.16,38.91,551.99,70.49040743
25/05/2018 20:30,19.39,19.62,17.57,24.02,28.05,551.99,50.81613797
25/05/2018 20:45,12.69,12.84,11.67,15.61,17.89,551.99,32.41000743
25/05/2018 21:00,7.3,7.41,7.01,8.98,8.94,551.99,16.19594558
25/05/2018 21:15,2.81,2.83,2.81,3.2,2.58,551.99,4.673997717
25/05/2018 21:30,0.37,0.37,0.38,0.35,0.21,551.99,0.380441675
25/05/2018 21:45,0,0,0,0,0,551.99,0
25/05/2018 22:00,0,0,0,0,0,551.99,0
25/05/2018 22:15,0,0,0,0,0,551.99,0
25/05/2018 22:30,0,0,0,0,0,551.99,0
25/05/2018 22:45,0,0,0,0,0,551.99,0
25/05/2018 23:00,0,0,0,0,0,551.99,0
25/05/2018 23:15,0,0,0,0,0,551.99,0
25/05/2018 23:30,0,0,0,0,0,551.99,0
25/05/2018 23:45,0,0,0,0,0,551.99,0
26/05/2018 00:00,0,0,0,0,0,551.99,0
26/05/2018 00:15,0,0,0,0,0,551.99,0
26/05/2018 00:30,0,0,0,0,0,551.99,0
26/05/2018 00:45,0,0,0,0,0,551.99,0
