DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Week-Ahead forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp],Irradiation [kW/m2]
01/01/2018 00:00,0,0,0,0,0,481.05,0
01/01/2018 00:15,0,0,0,0,0,481.05,0
01/01/2018 00:30,0,0,0,0,0,481.05,0
01/01/2018 00:45,0,0,0,0,0,481.05,0
01/01/2018 01:00,0,0,0,0,0,481.05,0
01/01/2018 01:15,0,0,0,0,0,481.05,0
01/01/2018 01:30,0,0,0,0,0,481.05,0
01/01/2018 01:45,0,0,0,0,0,481.05,0
01/01/2018 02:00,0,0,0,0,0,481.05,0
01/01/2018 02:15,0,0,0,0,0,481.05,0
01/01/2018 02:30,0,0,0,0,0,481.05,0
01/01/2018 02:45,0,0,0,0,0,481.05,0
01/01/2018 03:00,0,0,0,0,0,481.05,0
01/01/2018 03:15,0,0,0,0,0,481.05,0
01/01/2018 03:30,0,0,0,0,0,481.05,0
01/01/2018 03:45,0,0,0,0,0,481.05,0
01/01/2018 04:00,0,0,0,0,0,481.05,0
01/01/2018 04:15,0,0,0,0,0,481.05,0
01/01/2018 04:30,0,0,0,0,0,481.05,0
01/01/2018 04:45,0,0,0,0,0,481.05,0
01/01/2018 05:00,0,0,0,0,0,481.05,0
01/01/2018 05:15,0,0,0,0,0,481.05,0
01/01/2018 05:30,0,0,0,0,0,481.05,0
01/01/2018 05:45,0,0,0,0,0,481.05,0
01/01/2018 06:00,0,0,0,0,0,481.05,0
01/01/2018 06:15,0,0,0,0,0,481.05,0
01/01/2018 06:30,0,0,0,0,0,481.05,0
01/01/2018 06:45,0,0,0,0,0,481.05,0
01/01/2018 07:00,0,0,0,0,0,481.05,0
01/01/2018 07:15,0,0,0,0,0,481.05,0
01/01/2018 07:30,0,0,0,0,0,481.05,0
01/01/2018 07:45,0,0,0,0,0,481.05,0
01/01/2018 08:00,0,0,0,0,0,481.05,0
01/01/2018 08:15,0,0,0,0,0,481.05,0
01/01/2018 08:30,0.01,0,0.01,0,0,481.05,0
01/01/2018 08:45,0.65,0.45,1.21,0,0,481.05,0
01/01/2018 09:00,2.78,1.92,7.56,3.56,3.02,481.05,6.277933687
01/01/2018 09:15,6.56,4.27,17.14,9.18,9.18,481.05,19.08325538
01/01/2018 09:30,11.84,7.17,27.22,9.6,18.35,481.05,38.1457229
01/01/2018 09:45,17.91,10.58,37.04,46.3,26.63,481.05,55.35807089
01/01/2018 10:00,23.86,14.45,46.96,67.99,33.6,481.05,69.84720923
01/01/2018 10:15,29.34,18.26,56.33,15.08,41.75,481.05,86.78931504
01/01/2018 10:30,34.24,21.69,65.46,25,52.5,481.05,109.1362644
01/01/2018 10:45,38.79,24.72,74.31,37.5,60.61,481.05,125.9952188
01/01/2018 11:00,51.69,27.42,82.38,19.26,63.08,481.05,131.1298202
01/01/2018 11:15,54.57,29.79,89.18,70.97,62.58,481.05,130.0904272
01/01/2018 11:30,56.17,31.58,94.58,74.89,61.13,481.05,127.0761875
01/01/2018 11:45,56.35,32.78,98.74,73.39,54.82,481.05,113.9590479
01/01/2018 12:00,55.62,33.6,101.78,60.66,48.85,481.05,101.5486956
01/01/2018 12:15,53.38,33.46,103.7,48.01,41.97,481.05,87.24664796
01/01/2018 12:30,49.92,32.5,104.5,40.34,34.18,481.05,71.0529051
01/01/2018 12:45,46.32,31.43,104.18,34.84,27.55,481.05,57.270554
01/01/2018 13:00,42.65,29.98,102.75,27.53,22.43,481.05,46.62716973
01/01/2018 13:15,38.56,27.25,100.22,24.44,17.6,481.05,36.58663341
01/01/2018 13:30,34.28,23.56,96.59,22.03,14.65,481.05,30.45421474
01/01/2018 13:45,30,20.05,91.85,19.86,12.54,481.05,26.0679763
01/01/2018 14:00,17.57,16.92,85.77,15.69,10.78,481.05,22.40931296
01/01/2018 14:15,15.5,14.44,78.41,11.64,10.52,481.05,21.8688286
01/01/2018 14:30,13.68,12.54,70.11,10.31,8.76,481.05,18.21016526
01/01/2018 14:45,11.81,10.79,61.34,6.71,7.28,481.05,15.133562
01/01/2018 15:00,9.9,9.06,52.11,6.72,6.14,481.05,12.76374597
01/01/2018 15:15,7.86,7.33,42.5,5.31,4.68,481.05,9.728718428
01/01/2018 15:30,5.87,5.64,33.48,2.87,3.16,481.05,6.568963725
01/01/2018 15:45,4.15,4,24.68,2.78,2.04,481.05,4.240723418
01/01/2018 16:00,2.12,2.47,15.51,1.98,1.16,481.05,2.411391747
01/01/2018 16:15,1.11,1.16,6.65,0.24,0.4,481.05,0.831514396
01/01/2018 16:30,0.31,0.29,1.11,0.03,0.04,481.05,0.08315144
01/01/2018 16:45,0,0,0.01,0,0,481.05,0
01/01/2018 17:00,0,0,0,0,0,481.05,0
01/01/2018 17:15,0,0,0,0,0,481.05,0
01/01/2018 17:30,0,0,0,0,0,481.05,0
01/01/2018 17:45,0,0,0,0,0,481.05,0
01/01/2018 18:00,0,0,0,0,0,481.05,0
01/01/2018 18:15,0,0,0,0,0,481.05,0
01/01/2018 18:30,0,0,0,0,0,481.05,0
01/01/2018 18:45,0,0,0,0,0,481.05,0
01/01/2018 19:00,0,0,0,0,0,481.05,0
01/01/2018 19:15,0,0,0,0,0,481.05,0
01/01/2018 19:30,0,0,0,0,0,481.05,0
01/01/2018 19:45,0,0,0,0,0,481.05,0
01/01/2018 20:00,0,0,0,0,0,481.05,0
01/01/2018 20:15,0,0,0,0,0,481.05,0
01/01/2018 20:30,0,0,0,0,0,481.05,0
01/01/2018 20:45,0,0,0,0,0,481.05,0
01/01/2018 21:00,0,0,0,0,0,481.05,0
01/01/2018 21:15,0,0,0,0,0,481.05,0
01/01/2018 21:30,0,0,0,0,0,481.05,0
01/01/2018 21:45,0,0,0,0,0,481.05,0
01/01/2018 22:00,0,0,0,0,0,481.05,0
01/01/2018 22:15,0,0,0,0,0,481.05,0
01/01/2018 22:30,0,0,0,0,0,481.05,0
01/01/2018 22:45,0,0,0,0,0,481.05,0
01/01/2018 23:00,0,0,0,0,0,481.05,0
01/01/2018 23:15,0,0,0,0,0,481.05,0
01/01/2018 23:30,0,0,0,0,0,481.05,0
01/01/2018 23:45,0,0,0,0,0,481.05,0
02/01/2018 00:00,0,0,0,0,0,481.05,0
02/01/2018 00:15,0,0,0,0,0,481.05,0
02/01/2018 00:30,0,0,0,0,0,481.05,0
02/01/2018 00:45,0,0,0,0,0,481.05,0
02/01/2018 01:00,0,0,0,0,0,481.05,0
02/01/2018 01:15,0,0,0,0,0,481.05,0
02/01/2018 01:30,0,0,0,0,0,481.05,0
02/01/2018 01:45,0,0,0,0,0,481.05,0
02/01/2018 02:00,0,0,0,0,0,481.05,0
02/01/2018 02:15,0,0,0,0,0,481.05,0
02/01/2018 02:30,0,0,0,0,0,481.05,0
02/01/2018 02:45,0,0,0,0,0,481.05,0
02/01/2018 03:00,0,0,0,0,0,481.05,0
02/01/2018 03:15,0,0,0,0,0,481.05,0
02/01/2018 03:30,0,0,0,0,0,481.05,0
02/01/2018 03:45,0,0,0,0,0,481.05,0
02/01/2018 04:00,0,0,0,0,0,481.05,0
02/01/2018 04:15,0,0,0,0,0,481.05,0
02/01/2018 04:30,0,0,0,0,0,481.05,0
02/01/2018 04:45,0,0,0,0,0,481.05,0
02/01/2018 05:00,0,0,0,0,0,481.05,0
02/01/2018 05:15,0,0,0,0,0,481.05,0
02/01/2018 05:30,0,0,0,0,0,481.05,0
02/01/2018 05:45,0,0,0,0,0,481.05,0
02/01/2018 06:00,0,0,0,0,0,481.05,0
02/01/2018 06:15,0,0,0,0,0,481.05,0
02/01/2018 06:30,0,0,0,0,0,481.05,0
02/01/2018 06:45,0,0,0,0,0,481.05,0
02/01/2018 07:00,0,0,0,0,0,481.05,0
02/01/2018 07:15,0,0,0,0,0,481.05,0
02/01/2018 07:30,0,0,0,0,0,481.05,0
02/01/2018 07:45,0,0,0,0,0,481.05,0
02/01/2018 08:00,0,0,0,0,0,481.05,0
02/01/2018 08:15,0,0,0,0,0,481.05,0
02/01/2018 08:30,0.01,0.01,0.01,0.01,0,481.05,0
02/01/2018 08:45,0.81,0.62,0.61,0.85,0,481.05,0
02/01/2018 09:00,3.89,2.64,3.22,3.24,3.33,481.05,6.922357343
02/01/2018 09:15,9.6,6,9.38,8.22,8.66,481.05,18.00228666
02/01/2018 09:30,17.33,10.64,17.06,14.12,14.15,481.05,29.41482174
02/01/2018 09:45,25.58,16.22,24.74,19.05,23.64,481.05,49.14250078
02/01/2018 10:00,33.3,21.64,32.07,27.58,34.76,481.05,72.25860098
02/01/2018 10:15,40.22,26.89,38.59,35.24,48.47,481.05,100.7587569
02/01/2018 10:30,46.49,31.71,44.78,43.41,58.83,481.05,122.2949797
02/01/2018 10:45,52.34,36.15,50.76,53.5,54.06,481.05,112.3791706
02/01/2018 11:00,54.63,40.05,56.22,48.16,50.72,481.05,105.4360254
02/01/2018 11:15,58.69,43.25,61.19,51.73,49.21,481.05,102.2970585
02/01/2018 11:30,60.75,45.61,65.42,45.89,45.7,481.05,95.0005197
02/01/2018 11:45,60.95,47.08,68.79,37.42,37.64,481.05,78.24550463
02/01/2018 12:00,60.07,47.95,71.28,34.59,34.33,481.05,71.364723
02/01/2018 12:15,57.73,48.21,72.91,39.76,39.41,481.05,81.92495583
02/01/2018 12:30,54.17,47.97,73.68,43.4,39.11,481.05,81.30132003
02/01/2018 12:45,50.38,47.37,73.56,39.36,38.05,481.05,79.09780688
02/01/2018 13:00,46.54,46.39,72.57,32.83,32.38,481.05,67.31109032
02/01/2018 13:15,42.59,44.99,70.73,26.22,27.06,481.05,56.25194886
02/01/2018 13:30,38.69,43.19,68.05,23.57,25.12,481.05,52.21910404
02/01/2018 13:45,34.91,41.03,64.53,23.06,25.15,481.05,52.28146762
02/01/2018 14:00,25.95,38.56,60.2,20.02,23.87,481.05,49.62062156
02/01/2018 14:15,23.21,35.46,55.2,16.79,19.73,481.05,41.01444756
02/01/2018 14:30,20.82,31.82,49.75,15.48,19.36,481.05,40.24529675
02/01/2018 14:45,18.3,28.03,43.96,7.24,17.06,481.05,35.46408897
02/01/2018 15:00,15.45,23.93,37.94,14.61,14.63,481.05,30.41263902
02/01/2018 15:15,12.43,19.23,31.48,0.44,9.49,481.05,19.72767904
02/01/2018 15:30,9.32,14.19,24.43,0.02,6.4,481.05,13.30423033
02/01/2018 15:45,6.52,9.58,17.36,0,3.87,481.05,8.044901777
02/01/2018 16:00,4.11,5.75,10.37,0,1.67,481.05,3.471572602
02/01/2018 16:15,2.07,2.78,4.29,0.65,0.61,481.05,1.268059453
02/01/2018 16:30,0.56,0.75,0.96,0,0.04,481.05,0.08315144
02/01/2018 16:45,0.01,0.01,0.02,0,0,481.05,0
02/01/2018 17:00,0,0,0,0,0,481.05,0
02/01/2018 17:15,0,0,0,0,0,481.05,0
02/01/2018 17:30,0,0,0,0,0,481.05,0
02/01/2018 17:45,0,0,0,0,0,481.05,0
02/01/2018 18:00,0,0,0,0,0,481.05,0
02/01/2018 18:15,0,0,0,0,0,481.05,0
02/01/2018 18:30,0,0,0,0,0,481.05,0
02/01/2018 18:45,0,0,0,0,0,481.05,0
02/01/2018 19:00,0,0,0,0,0,481.05,0
02/01/2018 19:15,0,0,0,0,0,481.05,0
02/01/2018 19:30,0,0,0,0,0,481.05,0
02/01/2018 19:45,0,0,0,0,0,481.05,0
02/01/2018 20:00,0,0,0,0,0,481.05,0
02/01/2018 20:15,0,0,0,0,0,481.05,0
02/01/2018 20:30,0,0,0,0,0,481.05,0
02/01/2018 20:45,0,0,0,0,0,481.05,0
02/01/2018 21:00,0,0,0,0,0,481.05,0
02/01/2018 21:15,0,0,0,0,0,481.05,0
02/01/2018 21:30,0,0,0,0,0,481.05,0
02/01/2018 21:45,0,0,0,0,0,481.05,0
02/01/2018 22:00,0,0,0,0,0,481.05,0
02/01/2018 22:15,0,0,0,0,0,481.05,0
02/01/2018 22:30,0,0,0,0,0,481.05,0
02/01/2018 22:45,0,0,0,0,0,481.05,0
02/01/2018 23:00,0,0,0,0,0,481.05,0
02/01/2018 23:15,0,0,0,0,0,481.05,0
02/01/2018 23:30,0,0,0,0,0,481.05,0
02/01/2018 23:45,0,0,0,0,0,481.05,0
03/01/2018 00:00,0,0,0,0,0,481.05,0
03/01/2018 00:15,0,0,0,0,0,481.05,0
03/01/2018 00:30,0,0,0,0,0,481.05,0
03/01/2018 00:45,0,0,0,0,0,481.05,0
03/01/2018 01:00,0,0,0,0,0,481.05,0
03/01/2018 01:15,0,0,0,0,0,481.05,0
03/01/2018 01:30,0,0,0,0,0,481.05,0
03/01/2018 01:45,0,0,0,0,0,481.05,0
03/01/2018 02:00,0,0,0,0,0,481.05,0
03/01/2018 02:15,0,0,0,0,0,481.05,0
03/01/2018 02:30,0,0,0,0,0,481.05,0
03/01/2018 02:45,0,0,0,0,0,481.05,0
03/01/2018 03:00,0,0,0,0,0,481.05,0
03/01/2018 03:15,0,0,0,0,0,481.05,0
03/01/2018 03:30,0,0,0,0,0,481.05,0
03/01/2018 03:45,0,0,0,0,0,481.05,0
03/01/2018 04:00,0,0,0,0,0,481.05,0
03/01/2018 04:15,0,0,0,0,0,481.05,0
03/01/2018 04:30,0,0,0,0,0,481.05,0
03/01/2018 04:45,0,0,0,0,0,481.05,0
03/01/2018 05:00,0,0,0,0,0,481.05,0
03/01/2018 05:15,0,0,0,0,0,481.05,0
03/01/2018 05:30,0,0,0,0,0,481.05,0
03/01/2018 05:45,0,0,0,0,0,481.05,0
03/01/2018 06:00,0,0,0,0,0,481.05,0
03/01/2018 06:15,0,0,0,0,0,481.05,0
03/01/2018 06:30,0,0,0,0,0,481.05,0
03/01/2018 06:45,0,0,0,0,0,481.05,0
03/01/2018 07:00,0,0,0,0,0,481.05,0
03/01/2018 07:15,0,0,0,0,0,481.05,0
03/01/2018 07:30,0,0,0,0,0,481.05,0
03/01/2018 07:45,0,0,0,0,0,481.05,0
03/01/2018 08:00,0,0,0,0,0,481.05,0
03/01/2018 08:15,0,0,0,0,0,481.05,0
03/01/2018 08:30,0.01,0.01,0.01,0,0,481.05,0
03/01/2018 08:45,0.69,0.67,1,0,0,481.05,0
03/01/2018 09:00,3.3,3.08,5.69,9.51,2.4,481.05,4.989086374
03/01/2018 09:15,8.29,7.68,13.85,20.88,6.99,481.05,14.53071406
03/01/2018 09:30,14.81,14.02,22.48,51.25,15.32,481.05,31.84700135
03/01/2018 09:45,21.66,21.01,30.5,66.28,24.33,481.05,50.57686311
03/01/2018 10:00,28.12,27.81,38.98,29.88,34.46,481.05,71.63496518
03/01/2018 10:15,34.17,34.22,47.4,35.42,43.88,481.05,91.2171292
03/01/2018 10:30,39.92,40.41,55.33,42.09,45.94,481.05,95.49942833
03/01/2018 10:45,45.09,46.16,62.73,45.09,47.13,481.05,97.97318366
03/01/2018 11:00,51.87,51.03,69.33,46.09,39.57,481.05,82.25756158
03/01/2018 11:15,53.9,54.33,75.22,35.92,35.88,481.05,74.58684128
03/01/2018 11:30,53.9,56.28,79.96,39.76,35.34,481.05,73.46429685
03/01/2018 11:45,53.47,57.67,83.68,73.87,39.39,481.05,81.88338011
03/01/2018 12:00,52.94,58.56,86.41,36.85,48.14,481.05,100.0727575
03/01/2018 12:15,53.02,58.9,88.17,42.92,54.52,481.05,113.3354121
03/01/2018 12:30,53.43,58.83,88.97,34.87,53.98,481.05,112.2128677
03/01/2018 12:45,53.49,58.46,88.82,23.24,41.68,481.05,86.64380002
03/01/2018 13:00,53.2,57.6,87.7,25.37,36.03,481.05,74.89865918
03/01/2018 13:15,51.99,56,85.63,76.63,37.85,481.05,78.68204968
03/01/2018 13:30,50.03,53.73,82.63,18.54,29.74,481.05,61.82309531
03/01/2018 13:45,47.88,51.05,78.68,20.47,23.37,481.05,48.58122856
03/01/2018 14:00,26.98,47.98,73.71,19.13,19.23,481.05,39.97505457
03/01/2018 14:15,25.85,44.46,67.68,11.38,15.69,481.05,32.61615217
03/01/2018 14:30,24.3,40.45,60.99,16.14,16.84,481.05,35.00675605
03/01/2018 14:45,22.22,36.01,53.6,14.99,17.67,481.05,36.73214843
03/01/2018 15:00,19.61,31.09,45.69,13.63,14.25,481.05,29.62270034
03/01/2018 15:15,16.72,25.75,37.48,11.02,8.86,481.05,18.41804386
03/01/2018 15:30,13.61,20.25,29.83,7.56,5.96,481.05,12.38956449
03/01/2018 15:45,10.33,14.6,22.41,5.5,4.08,481.05,8.481446835
03/01/2018 16:00,4.79,8.92,14.49,3.35,1.96,481.05,4.074420538
03/01/2018 16:15,2.56,4.2,6.43,1.55,0.34,481.05,0.706787236
03/01/2018 16:30,0.74,1.1,1.32,0.37,0.02,481.05,0.04157572
03/01/2018 16:45,0.03,0.04,0.04,0.02,0.01,481.05,0.02078786
03/01/2018 17:00,0,0,0,0,0,481.05,0
03/01/2018 17:15,0,0,0,0,0,481.05,0
03/01/2018 17:30,0,0,0,0,0,481.05,0
03/01/2018 17:45,0,0,0,0,0,481.05,0
03/01/2018 18:00,0,0,0,0,0,481.05,0
03/01/2018 18:15,0,0,0,0,0,481.05,0
03/01/2018 18:30,0,0,0,0,0,481.05,0
03/01/2018 18:45,0,0,0,0,0,481.05,0
03/01/2018 19:00,0,0,0,0,0,481.05,0
03/01/2018 19:15,0,0,0,0,0,481.05,0
03/01/2018 19:30,0,0,0,0,0,481.05,0
03/01/2018 19:45,0,0,0,0,0,481.05,0
03/01/2018 20:00,0,0,0,0,0,481.05,0
03/01/2018 20:15,0,0,0,0,0,481.05,0
03/01/2018 20:30,0,0,0,0,0,481.05,0
03/01/2018 20:45,0,0,0,0,0,481.05,0
03/01/2018 21:00,0,0,0,0,0,481.05,0
03/01/2018 21:15,0,0,0,0,0,481.05,0
03/01/2018 21:30,0,0,0,0,0,481.05,0
03/01/2018 21:45,0,0,0,0,0,481.05,0
03/01/2018 22:00,0,0,0,0,0,481.05,0
03/01/2018 22:15,0,0,0,0,0,481.05,0
03/01/2018 22:30,0,0,0,0,0,481.05,0
03/01/2018 22:45,0,0,0,0,0,481.05,0
03/01/2018 23:00,0,0,0,0,0,481.05,0
03/01/2018 23:15,0,0,0,0,0,481.05,0
03/01/2018 23:30,0,0,0,0,0,481.05,0
03/01/2018 23:45,0,0,0,0,0,481.05,0
04/01/2018 00:00,0,0,0,0,0,481.05,0
04/01/2018 00:15,0,0,0,0,0,481.05,0
04/01/2018 00:30,0,0,0,0,0,481.05,0
04/01/2018 00:45,0,0,0,0,0,481.05,0
04/01/2018 01:00,0,0,0,0,0,481.05,0
04/01/2018 01:15,0,0,0,0,0,481.05,0
04/01/2018 01:30,0,0,0,0,0,481.05,0
04/01/2018 01:45,0,0,0,0,0,481.05,0
04/01/2018 02:00,0,0,0,0,0,481.05,0
04/01/2018 02:15,0,0,0,0,0,481.05,0
04/01/2018 02:30,0,0,0,0,0,481.05,0
04/01/2018 02:45,0,0,0,0,0,481.05,0
04/01/2018 03:00,0,0,0,0,0,481.05,0
04/01/2018 03:15,0,0,0,0,0,481.05,0
04/01/2018 03:30,0,0,0,0,0,481.05,0
04/01/2018 03:45,0,0,0,0,0,481.05,0
04/01/2018 04:00,0,0,0,0,0,481.05,0
04/01/2018 04:15,0,0,0,0,0,481.05,0
04/01/2018 04:30,0,0,0,0,0,481.05,0
04/01/2018 04:45,0,0,0,0,0,481.05,0
04/01/2018 05:00,0,0,0,0,0,481.05,0
04/01/2018 05:15,0,0,0,0,0,481.05,0
04/01/2018 05:30,0,0,0,0,0,481.05,0
04/01/2018 05:45,0,0,0,0,0,481.05,0
04/01/2018 06:00,0,0,0,0,0,481.05,0
04/01/2018 06:15,0,0,0,0,0,481.05,0
04/01/2018 06:30,0,0,0,0,0,481.05,0
04/01/2018 06:45,0,0,0,0,0,481.05,0
04/01/2018 07:00,0,0,0,0,0,481.05,0
04/01/2018 07:15,0,0,0,0,0,481.05,0
04/01/2018 07:30,0,0,0,0,0,481.05,0
04/01/2018 07:45,0,0,0,0,0,481.05,0
04/01/2018 08:00,0,0,0,0,0,481.05,0
04/01/2018 08:15,0,0,0,0,0,481.05,0
04/01/2018 08:30,0,0,0.01,0,0,481.05,0
04/01/2018 08:45,0.14,0.13,0.48,0,0,481.05,0
04/01/2018 09:00,0.56,0.53,2.11,6.84,0.02,481.05,0.04157572
04/01/2018 09:15,1.18,1.1,4.66,0.69,0.44,481.05,0.914665835
04/01/2018 09:30,1.88,1.73,7.67,1.34,1.58,481.05,3.284481863
04/01/2018 09:45,2.63,2.39,11.19,2.51,2.82,481.05,5.862176489
04/01/2018 10:00,3.4,3.05,15.13,3.93,4.92,481.05,10.22762707
04/01/2018 10:15,4.16,3.73,19.35,5.61,5.66,481.05,11.7659287
04/01/2018 10:30,4.92,4.39,23.17,7.28,5.87,481.05,12.20247376
04/01/2018 10:45,5.66,5.02,26.4,9.2,6.74,481.05,14.01101757
04/01/2018 11:00,8.63,5.61,29.27,10.7,8.31,481.05,17.27471157
04/01/2018 11:15,9.18,6.13,31.79,11.11,11.88,481.05,24.69597755
04/01/2018 11:30,9.78,6.66,34.01,11.47,13.81,481.05,28.70803451
04/01/2018 11:45,10.62,7.32,35.8,13.45,12.22,481.05,25.40276479
04/01/2018 12:00,11.58,8.04,37.19,13.95,11.16,481.05,23.19925164
04/01/2018 12:15,12.58,8.75,38.13,14.4,12.96,481.05,26.94106642
04/01/2018 12:30,13.61,9.45,38.6,14.43,17.83,481.05,37.06475418
04/01/2018 12:45,14.53,10.07,38.62,18.85,18.15,481.05,37.7299657
04/01/2018 13:00,15.3,10.59,38.17,16.9,17.52,481.05,36.42033053
04/01/2018 13:15,15.96,11.09,37.26,16.74,21.68,481.05,45.06808024
04/01/2018 13:30,16.44,11.5,35.92,20.89,21.74,481.05,45.1928074
04/01/2018 13:45,16.65,11.71,34.18,21.12,22.94,481.05,47.68735059
04/01/2018 14:00,20.86,11.69,32,21.39,21.63,481.05,44.96414094
04/01/2018 14:15,20,11.45,29.53,21.88,23.16,481.05,48.1446835
04/01/2018 14:30,18.2,10.8,26.7,30.06,29.07,481.05,60.4303087
04/01/2018 14:45,15.76,9.67,23.49,31.01,31.57,481.05,65.62727367
04/01/2018 15:00,13.07,8.28,19.82,24.18,22.71,481.05,47.20922981
04/01/2018 15:15,10.37,6.76,15.78,14.46,15.4,481.05,32.01330423
04/01/2018 15:30,7.77,5.2,11.87,13.17,11.77,481.05,24.46731109
04/01/2018 15:45,5.47,3.76,8.36,8.62,8.4,481.05,17.46180231
04/01/2018 16:00,4.23,2.48,5.32,4.91,5.71,481.05,11.869868
04/01/2018 16:15,2.15,1.35,2.71,2.25,2.59,481.05,5.384055711
04/01/2018 16:30,0.65,0.45,0.78,0.53,0.85,481.05,1.766968091
04/01/2018 16:45,0.04,0.03,0.04,0,0.17,481.05,0.353393618
04/01/2018 17:00,0,0,0,0,0,481.05,0
04/01/2018 17:15,0,0,0,0,0,481.05,0
04/01/2018 17:30,0,0,0,0,0,481.05,0
04/01/2018 17:45,0,0,0,0,0,481.05,0
04/01/2018 18:00,0,0,0,0,0,481.05,0
04/01/2018 18:15,0,0,0,0,0,481.05,0
04/01/2018 18:30,0,0,0,0,0,481.05,0
04/01/2018 18:45,0,0,0,0,0,481.05,0
04/01/2018 19:00,0,0,0,0,0,481.05,0
04/01/2018 19:15,0,0,0,0,0,481.05,0
04/01/2018 19:30,0,0,0,0,0,481.05,0
04/01/2018 19:45,0,0,0,0,0,481.05,0
04/01/2018 20:00,0,0,0,0,0,481.05,0
04/01/2018 20:15,0,0,0,0,0,481.05,0
04/01/2018 20:30,0,0,0,0,0,481.05,0
04/01/2018 20:45,0,0,0,0,0,481.05,0
04/01/2018 21:00,0,0,0,0,0,481.05,0
04/01/2018 21:15,0,0,0,0,0,481.05,0
04/01/2018 21:30,0,0,0,0,0,481.05,0
04/01/2018 21:45,0,0,0,0,0,481.05,0
04/01/2018 22:00,0,0,0,0,0,481.05,0
04/01/2018 22:15,0,0,0,0,0,481.05,0
04/01/2018 22:30,0,0,0,0,0,481.05,0
04/01/2018 22:45,0,0,0,0,0,481.05,0
04/01/2018 23:00,0,0,0,0,0,481.05,0
04/01/2018 23:15,0,0,0,0,0,481.05,0
04/01/2018 23:30,0,0,0,0,0,481.05,0
04/01/2018 23:45,0,0,0,0,0,481.05,0
05/01/2018 00:00,0,0,0,0,0,481.05,0
05/01/2018 00:15,0,0,0,0,0,481.05,0
05/01/2018 00:30,0,0,0,0,0,481.05,0
05/01/2018 00:45,0,0,0,0,0,481.05,0
05/01/2018 01:00,0,0,0,0,0,481.05,0
05/01/2018 01:15,0,0,0,0,0,481.05,0
05/01/2018 01:30,0,0,0,0,0,481.05,0
05/01/2018 01:45,0,0,0,0,0,481.05,0
05/01/2018 02:00,0,0,0,0,0,481.05,0
05/01/2018 02:15,0,0,0,0,0,481.05,0
05/01/2018 02:30,0,0,0,0,0,481.05,0
05/01/2018 02:45,0,0,0,0,0,481.05,0
05/01/2018 03:00,0,0,0,0,0,481.05,0
05/01/2018 03:15,0,0,0,0,0,481.05,0
05/01/2018 03:30,0,0,0,0,0,481.05,0
05/01/2018 03:45,0,0,0,0,0,481.05,0
05/01/2018 04:00,0,0,0,0,0,481.05,0
05/01/2018 04:15,0,0,0,0,0,481.05,0
05/01/2018 04:30,0,0,0,0,0,481.05,0
05/01/2018 04:45,0,0,0,0,0,481.05,0
05/01/2018 05:00,0,0,0,0,0,481.05,0
05/01/2018 05:15,0,0,0,0,0,481.05,0
05/01/2018 05:30,0,0,0,0,0,481.05,0
05/01/2018 05:45,0,0,0,0,0,481.05,0
05/01/2018 06:00,0,0,0,0,0,481.05,0
05/01/2018 06:15,0,0,0,0,0,481.05,0
05/01/2018 06:30,0,0,0,0,0,481.05,0
05/01/2018 06:45,0,0,0,0,0,481.05,0
05/01/2018 07:00,0,0,0,0,0,481.05,0
05/01/2018 07:15,0,0,0,0,0,481.05,0
05/01/2018 07:30,0,0,0,0,0,481.05,0
05/01/2018 07:45,0,0,0,0,0,481.05,0
05/01/2018 08:00,0,0,0,0,0,481.05,0
05/01/2018 08:15,0,0,0,0,0,481.05,0
05/01/2018 08:30,0.01,0.01,0.01,0,0,481.05,0
05/01/2018 08:45,0.66,0.65,0.7,0,0,481.05,0
05/01/2018 09:00,2.66,2.54,4.73,4.54,4.52,481.05,9.39611267
05/01/2018 09:15,5.78,5.54,12.75,8.76,7.65,481.05,15.90271282
05/01/2018 09:30,9.64,9.53,20.64,12.05,12.18,481.05,25.31961335
05/01/2018 09:45,14.31,14.29,28.64,16.34,17.75,481.05,36.8984513
05/01/2018 10:00,19.51,19.4,36.78,21.24,22.04,481.05,45.8164432
05/01/2018 10:15,24.6,24.32,44.49,24.3,24.36,481.05,50.63922669
05/01/2018 10:30,29.26,28.86,51.65,29.89,29.92,481.05,62.19727679
05/01/2018 10:45,33.38,32.98,58.61,35.71,36.65,481.05,76.1875065
05/01/2018 11:00,36.72,36.44,65.05,41.32,42.08,481.05,87.47531442
05/01/2018 11:15,39.76,38.92,70.79,43.95,44.77,481.05,93.06724873
05/01/2018 11:30,42.37,40.69,75.61,42.9,48.07,481.05,99.92724249
05/01/2018 11:45,44.56,42.51,79.47,45.98,51.01,481.05,106.0388733
05/01/2018 12:00,46.28,44.19,82.34,37.57,50.44,481.05,104.8539653
05/01/2018 12:15,47.31,44.72,84.23,29.15,44.31,481.05,92.11100717
05/01/2018 12:30,47.72,44.34,85.14,11.12,41.76,481.05,86.8101029
05/01/2018 12:45,47.77,43.83,85.05,12.4,43.2,481.05,89.80355472
05/01/2018 13:00,47.25,43.13,83.98,13.99,43.95,481.05,91.36264422
05/01/2018 13:15,45.48,42.18,81.95,45.49,41.43,481.05,86.12410352
